,location,characteristic,floor_type,hkd_millions,rent_hkd,area_sqft,address,last_updated,pay_per_month_K,loan_percent,first_payment_M,full_address
2492,Kowloon,,Medium Floor Zone (Flat F),7.28,18.0,445.0,Cheung Sha Wan West Flat F Tower 7 Phase 2 The Pacifica Medium Floor Zone,Last Updated : 02-03-2018,23.1,60.0,12.91,"Hong Kong, Kowloon, Cheung Sha Wan West Flat F Tower 7 Phase 2 The Pacifica Medium Floor Zone"
2493,Kowloon,"Best For Investment, Rare In Market",Medium Floor Zone (Flat B)                                                                        | South West,6.69,15.0,531.0,Tseung Kwan O Flat B Block 5 Phase 2 Oscar By The Sea Medium Floor Zone,Last Updated : 12-03-2018,22.2,62.0,12.49,"Hong Kong, Kowloon, Tseung Kwan O Flat B Block 5 Phase 2 Oscar By The Sea Medium Floor Zone"
2494,Kowloon,"Core Location, Spacious Rooms",High Floor Zone (Flat A)                                                                        | North East,24.8,,1133.0,Kowloon Station Flat A The Masterpiece   High Floor Zone,Last Updated : 20-02-2018,65.7,50.0,112.4,"Hong Kong, Kowloon, Kowloon Station Flat A The Masterpiece   High Floor Zone"
2495,Kowloon,"Good Layout & Efficient, Quiet & Boutique Living",Medium Floor Zone (Flat C)                                                                        | South East,7.18,,519.0,Tseung Kwan O Flat C Milan (Tower 3 - L Wing) Phase 1 The Capitol Lohas Park Medium Floor Zone,Last Updated : 21-02-2018,22.8,60.0,12.87,"Hong Kong, Kowloon, Tseung Kwan O Flat C Milan (Tower 3 - L Wing) Phase 1 The Capitol Lohas Park Medium Floor Zone"
2496,Kowloon,"Spacious Rooms, Good Layout & Efficient",Low Floor Zone (Flat B)                                                                        | South,7.88,,517.0,Cheung Sha Wan West Flat B Block 1 Liberte  Low Floor Zone,Last Updated : 21-02-2018,25.0,60.0,13.15,"Hong Kong, Kowloon, Cheung Sha Wan West Flat B Block 1 Liberte  Low Floor Zone"
2497,Kowloon,"Spacious Rooms, Good Layout & Efficient",High Floor Zone (Flat A)                                                                        | East,7.08,,473.0,Cheung Sha Wan West Flat A Tower 6 Phase 3 Banyan Garden High Floor Zone,Last Updated : 21-02-2018,22.5,60.0,12.83,"Hong Kong, Kowloon, Cheung Sha Wan West Flat A Tower 6 Phase 3 Banyan Garden High Floor Zone"
2498,Kowloon,"Great Starter, Convenient",Medium Floor Zone (Flat 8)                                                                        | East,4.78,11.0,401.0,Tseung Kwan O Flat 8 Ming Chi House (Block D) Ying Ming Court  Medium Floor Zone,Last Updated : 13-03-2018,17.7,70.0,11.43,"Hong Kong, Kowloon, Tseung Kwan O Flat 8 Ming Chi House (Block D) Ying Ming Court  Medium Floor Zone"
2499,Kowloon,"With Ensuite, Top Of Mtr",High Floor Zone (Flat D)                                                                        | West,9.5,,642.0,Tseung Kwan O Flat D Tower 3 Phase 1 Metro Town High Floor Zone,Last Updated : 21-02-2018,26.4,52.0,14.5,"Hong Kong, Kowloon, Tseung Kwan O Flat D Tower 3 Phase 1 Metro Town High Floor Zone"
2500,Kowloon,"Spacious Rooms, Tranquil Garden View",High Floor Zone (Flat 120)                                                                        | South,8.8,22.0,674.0,Mei Foo/Wonderland Flat 120 118-120 Broadway Phase 8 Mei Foo Sun Chuen High Floor Zone,Last Updated : 02-03-2018,26.4,56.0,13.8,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat 120 118-120 Broadway Phase 8 Mei Foo Sun Chuen High Floor Zone"
2501,Kowloon,"Good Layout & Efficient, 5-Star Club House",Low Floor Zone (Flat G)                                                                        | East,7.22,,473.0,Cheung Sha Wan West Flat G Tower 7 Phase 2 Banyan Garden Low Floor Zone,Last Updated : 21-02-2018,22.9,60.0,12.89,"Hong Kong, Kowloon, Cheung Sha Wan West Flat G Tower 7 Phase 2 Banyan Garden Low Floor Zone"
2502,Kowloon,"Unrepeatable Opportunity, Great Starter",Medium Floor Zone (Flat H)                                                                        | East,7.5,,441.0,Cheung Sha Wan West Flat H Tower 2 Phase 1 Banyan Garden Medium Floor Zone,Last Updated : 13-03-2018,23.8,60.0,13.0,"Hong Kong, Kowloon, Cheung Sha Wan West Flat H Tower 2 Phase 1 Banyan Garden Medium Floor Zone"
2503,Kowloon,,High Floor Zone (Flat B),17.5,36.0,945.0,Tseung Kwan O Flat B Tower 1A II The Wings High Floor Zone,Last Updated : 12-03-2018,46.3,50.0,18.75,"Hong Kong, Kowloon, Tseung Kwan O Flat B Tower 1A II The Wings High Floor Zone"
2504,Kowloon,"Famous Property, Easy Shopping",Medium Floor Zone (Flat G)                                                                        | South West,14.0,32.0,674.0,Mei Foo/Wonderland Flat G Tower 6 Manhattan Hill  Medium Floor Zone,Last Updated : 13-03-2018,37.0,50.0,17.0,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat G Tower 6 Manhattan Hill  Medium Floor Zone"
2505,Kowloon,Forgotten Treasure,High Floor Zone (Flat A),6.5,,466.0,Cheung Sha Wan West Flat A Tower 2 Phase 1 Banyan Garden High Floor Zone,Last Updated : 28-02-2018,22.2,64.0,12.3,"Hong Kong, Kowloon, Cheung Sha Wan West Flat A Tower 2 Phase 1 Banyan Garden High Floor Zone"
2506,Kowloon,,High Floor Zone (Flat D),7.85,17.0,513.0,Tseung Kwan O Flat D Tower 9 Phase 2 Le Point Metro Town High Floor Zone,Last Updated : 12-03-2018,24.9,60.0,13.14,"Hong Kong, Kowloon, Tseung Kwan O Flat D Tower 9 Phase 2 Le Point Metro Town High Floor Zone"
2507,Kowloon,"With Ensuite, Unbeatable Price",Medium Floor Zone (Flat A)                                                                        | South,16.5,,773.0,Olympic Station Flat A Tower 2 Florient Rise  Medium Floor Zone,Last Updated : 05-03-2018,43.7,50.0,18.25,"Hong Kong, Kowloon, Olympic Station Flat A Tower 2 Florient Rise  Medium Floor Zone"
2508,Kowloon,"Top Of Mtr, Famous School Network",Medium Floor Zone (Flat F)                                                                        | North West,10.5,,469.0,Olympic Station Flat F  Central Park Park Avenue Medium Floor Zone,Last Updated : 06-03-2018,27.8,50.0,15.25,"Hong Kong, Kowloon, Olympic Station Flat F  Central Park Park Avenue Medium Floor Zone"
2509,Kowloon,"Grandstand View, Prestige Location",Medium Floor Zone (Flat A)                                                                        | South East,7.88,,506.0,Cheung Sha Wan West Flat A Tower 1 Phase 1 Banyan Garden Medium Floor Zone,Last Updated : 23-02-2018,25.0,60.0,13.15,"Hong Kong, Kowloon, Cheung Sha Wan West Flat A Tower 1 Phase 1 Banyan Garden Medium Floor Zone"
2510,Kowloon,,Medium Floor Zone (Flat A)                                                                        | North,8.9,22.0,659.0,Tseung Kwan O Flat A Tower 4 Phase 2 The Metro City Medium Floor Zone,Last Updated : 12-03-2018,26.4,56.0,13.9,"Hong Kong, Kowloon, Tseung Kwan O Flat A Tower 4 Phase 2 The Metro City Medium Floor Zone"
2511,Kowloon,,Low Floor Zone (Flat A)                                                                        | South,7.6,18.0,490.0,Cheung Sha Wan West Flat A Block 7 Liberte  Low Floor Zone,Last Updated : 02-03-2018,24.1,60.0,13.04,"Hong Kong, Kowloon, Cheung Sha Wan West Flat A Block 7 Liberte  Low Floor Zone"
2512,Kowloon,"Good Layout & Efficient, Famous School Network",Medium Floor Zone (Flat -)                                                                        | East,7.57,17.0,480.0,Cheung Sha Wan West Flat - Tower 6 Phase 3 Banyan Garden Medium Floor Zone,Last Updated : 03-03-2018,24.0,60.0,13.03,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 6 Phase 3 Banyan Garden Medium Floor Zone"
2513,Kowloon,"Tranquil Environment, High Privacy",Medium Floor Zone (Flat -)                                                                        | South,7.0,18.0,461.0,Cheung Sha Wan West Flat - Block 6 Liberte  Medium Floor Zone,Last Updated : 08-03-2018,22.2,60.0,12.8,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Block 6 Liberte  Medium Floor Zone"
2514,Kowloon,"Good Layout & Efficient, Famous School Network",Medium Floor Zone (Flat -)                                                                        | North West,7.5,19.0,468.0,Cheung Sha Wan West Flat - Tower 8 Phase 2 Banyan Garden Medium Floor Zone,Last Updated : 03-03-2018,23.8,60.0,13.0,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 8 Phase 2 Banyan Garden Medium Floor Zone"
2515,Kowloon,"High Efficiency, 5-Star Club House",Medium Floor Zone (Flat C)                                                                        | North West,23.5,40.0,846.0,Kowloon Station Flat C  The Arch  Medium Floor Zone,Last Updated : 20-02-2018,62.2,50.0,111.75,"Hong Kong, Kowloon, Kowloon Station Flat C  The Arch  Medium Floor Zone"
2516,Kowloon,"High Privacy, Prestige Location",Low Floor Zone (Flat C),40.8,,1862.0,Ho Man Tin/King's Park Flat C Block C The Crescent  Low Floor Zone,Last Updated : 08-03-2018,108.1,50.0,120.4,"Hong Kong, Kowloon, Ho Man Tin/King's Park Flat C Block C The Crescent  Low Floor Zone"
2517,Kowloon,,High Floor Zone (Flat G)                                                                        | South West,6.48,16.0,442.0,Tseung Kwan O Flat G Tower 7 Phase 2 Tseung Kwan O Plaza High Floor Zone,Last Updated : 12-03-2018,22.2,64.0,12.28,"Hong Kong, Kowloon, Tseung Kwan O Flat G Tower 7 Phase 2 Tseung Kwan O Plaza High Floor Zone"
2518,Kowloon,,High Floor Zone (Flat C),8.5,,551.0,Tseung Kwan O Flat C Tower 13 Phase 3 Ocean Shores High Floor Zone,Last Updated : 19-02-2018,26.4,58.0,13.5,"Hong Kong, Kowloon, Tseung Kwan O Flat C Tower 13 Phase 3 Ocean Shores High Floor Zone"
2519,Kowloon,,Medium Floor Zone (Flat D),10.8,,609.0,Tseung Kwan O Flat D Tower 1B Iiia The Wings Medium Floor Zone,Last Updated : 08-03-2018,28.6,50.0,15.4,"Hong Kong, Kowloon, Tseung Kwan O Flat D Tower 1B Iiia The Wings Medium Floor Zone"
2520,Kowloon,"5-Star Club House, Convenient",Medium Floor Zone (Flat -)                                                                        | East,9.3,28.0,554.0,Cheung Sha Wan West Flat - Tower 6 (Belle Mer) Phase 2 The Pacifica Medium Floor Zone,Last Updated : 04-03-2018,26.4,53.0,14.3,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 6 (Belle Mer) Phase 2 The Pacifica Medium Floor Zone"
2521,Kowloon,"For Sale & For Lease, Invite Offers",High Floor Zone (Flat 雙連)                                                                        | South,17.8,38.0,948.0,Cheung Sha Wan West Flat 雙連 Tower 7 Phase 2 The Pacifica High Floor Zone,Last Updated : 04-03-2018,47.1,50.0,18.9,"Hong Kong, Kowloon, Cheung Sha Wan West Flat 雙連 Tower 7 Phase 2 The Pacifica High Floor Zone"
2522,Kowloon,,Low Floor Zone (Flat D),9.5,,649.0,Ho Man Tin/King's Park Flat D Block 1 Balwin Court  Low Floor Zone,Last Updated : 07-03-2018,26.4,52.0,14.5,"Hong Kong, Kowloon, Ho Man Tin/King's Park Flat D Block 1 Balwin Court  Low Floor Zone"
2523,Kowloon,,Medium Floor Zone (Flat A),6.8,,420.0,Tseung Kwan O Flat A  Phase 1 The Metro City Medium Floor Zone,Last Updated : 13-03-2018,22.2,61.0,12.6,"Hong Kong, Kowloon, Tseung Kwan O Flat A  Phase 1 The Metro City Medium Floor Zone"
2524,Kowloon,"Good Layout & Efficient, Rare Offer",High Floor Zone (Flat H)                                                                        | South West,8.48,,538.0,Tseung Kwan O Flat H Tower 2 Phase 2 The Metro City High Floor Zone,Last Updated : 14-02-2018,26.4,58.0,13.48,"Hong Kong, Kowloon, Tseung Kwan O Flat H Tower 2 Phase 2 The Metro City High Floor Zone"
2525,Kowloon,"For Sale & For Lease, Invite Offers",Low Floor Zone (Flat -)                                                                        | North,11.38,28.0,675.0,Cheung Sha Wan West Flat - Tower 3 Phase 1 Banyan Garden Low Floor Zone,Last Updated : 04-03-2018,30.1,50.0,15.69,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 3 Phase 1 Banyan Garden Low Floor Zone"
2526,Kowloon,"Spacious Rooms, Luxurious Decoration",Medium Floor Zone (Flat 3)                                                                        | North,7.3,,642.0,Mei Foo/Wonderland Flat 3 1-3 Glee Path Phase 2 Mei Foo Sun Chuen Medium Floor Zone,Last Updated : 13-03-2018,23.2,60.0,12.92,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat 3 1-3 Glee Path Phase 2 Mei Foo Sun Chuen Medium Floor Zone"
2527,Kowloon,"Good Layout & Efficient, Spacious Rooms, Nice Decoration, Convenient",Medium Floor Zone (Flat B)                                                                        | North West,13.2,,660.0,Yau Yat Tsuen/Shek Kip Mei Flat B Tower 21 (26 Grandeur rd) Parc Oasis  Medium Floor Zone,Last Updated : 12-03-2018,34.9,50.0,16.6,"Hong Kong, Kowloon, Yau Yat Tsuen/Shek Kip Mei Flat B Tower 21 (26 Grandeur rd) Parc Oasis  Medium Floor Zone"
2528,Kowloon,"5-Star Club House, Full Facilities",Low Floor Zone (Flat C)                                                                        | West,9.35,,735.0,Cheung Sha Wan West Flat C Tower 6 Phase 3 Banyan Garden Low Floor Zone,Last Updated : 21-02-2018,26.4,53.0,14.35,"Hong Kong, Kowloon, Cheung Sha Wan West Flat C Tower 6 Phase 3 Banyan Garden Low Floor Zone"
2529,Kowloon,,High Floor Zone (Flat F),6.5,,590.0,Mei Foo/Wonderland Flat F  Phase 1 Mei Foo Sun Chuen High Floor Zone,Last Updated : 19-02-2018,22.2,64.0,12.3,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat F  Phase 1 Mei Foo Sun Chuen High Floor Zone"
2530,Kowloon,"Spacious Rooms, Rare In Market",High Floor Zone (Flat D)                                                                        | South East,7.4,17.0,708.0,Tseung Kwan O Flat D Banff (Tower 1 - L Wing) Phase 1 The Capitol Lohas Park High Floor Zone,Last Updated : 03-03-2018,23.5,60.0,12.96,"Hong Kong, Kowloon, Tseung Kwan O Flat D Banff (Tower 1 - L Wing) Phase 1 The Capitol Lohas Park High Floor Zone"
2531,Kowloon,"Rare Offer, Great Value",Low Floor Zone (Flat J)                                                                        | South West,4.55,,495.0,Tseung Kwan O Flat J Block 1 Hong Sing Gardens  Low Floor Zone,Last Updated : 07-03-2018,16.8,70.0,11.37,"Hong Kong, Kowloon, Tseung Kwan O Flat J Block 1 Hong Sing Gardens  Low Floor Zone"
2532,Kowloon,"Convenient, Quiet & Central",Medium Floor Zone (Flat -)                                                                        | East,14.5,38.0,919.0,Cheung Sha Wan West Flat - Tower 2 Phase 1 The Pacifica Medium Floor Zone,Last Updated : 05-03-2018,38.4,50.0,17.25,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 2 Phase 1 The Pacifica Medium Floor Zone"
2533,Kowloon,,Low Floor Zone (Flat A)                                                                        | East,9.7,26.0,660.0,Tseung Kwan O Flat A Tower 5 Phase 1 Ocean Shores Low Floor Zone,Last Updated : 12-03-2018,26.4,51.0,14.7,"Hong Kong, Kowloon, Tseung Kwan O Flat A Tower 5 Phase 1 Ocean Shores Low Floor Zone"
2534,Kowloon,,High Floor Zone (Flat G)                                                                        | South West,7.4,20.0,517.0,Tseung Kwan O Flat G Tower 5 Phase 2 Tseung Kwan O Plaza High Floor Zone,Last Updated : 12-03-2018,23.5,60.0,12.96,"Hong Kong, Kowloon, Tseung Kwan O Flat G Tower 5 Phase 2 Tseung Kwan O Plaza High Floor Zone"
2535,Kowloon,"Grand-Proportioned, Grandstand View",High Floor Zone                                                                        | South,9.5,,504.0,Tseung Kwan O    Ocean Shores High Floor Zone,Last Updated : 01-03-2018,26.4,52.0,14.5,"Hong Kong, Kowloon, Tseung Kwan O    Ocean Shores High Floor Zone"
2536,Kowloon,"Max-Proportioned, Luxurious Decoration, Good Layout, Efficient, Spacious, Convenient",High Floor Zone (Flat A)                                                                        | East,78.0,,1836.0,Yau Yat Tsuen/Shek Kip Mei Flat A  Mount Beacon  High Floor Zone,Last Updated : 13-03-2018,206.6,50.0,139.0,"Hong Kong, Kowloon, Yau Yat Tsuen/Shek Kip Mei Flat A  Mount Beacon  High Floor Zone"
2537,Kowloon,"Good Layout & Efficient, 5-Star Club House",High Floor Zone (Flat H)                                                                        | North East,7.48,,506.0,Cheung Sha Wan West Flat H Tower 3 Phase 1 Banyan Garden High Floor Zone,Last Updated : 21-02-2018,23.7,60.0,12.99,"Hong Kong, Kowloon, Cheung Sha Wan West Flat H Tower 3 Phase 1 Banyan Garden High Floor Zone"
2538,Kowloon,"Unbeatable Price, Famous Property",Medium Floor Zone (Flat B)                                                                        | South East,11.8,,627.0,Tseung Kwan O Flat B Tower 5B II The Wings Medium Floor Zone,Last Updated : 13-03-2018,31.2,50.0,15.9,"Hong Kong, Kowloon, Tseung Kwan O Flat B Tower 5B II The Wings Medium Floor Zone"
2539,Kowloon,"Quiet & Central, Indoor Swimming Pool",Medium Floor Zone (Flat G),8.2,,457.0,Olympic Station Flat G Tower 3 Island Harbourview  Medium Floor Zone,Last Updated : 22-02-2018,26.0,60.0,13.28,"Hong Kong, Kowloon, Olympic Station Flat G Tower 3 Island Harbourview  Medium Floor Zone"
2540,Kowloon,,Low Floor Zone (Flat A)                                                                        | South East,42.0,,1587.0,Mei Foo/Wonderland Flat A Tower 2 Manhattan Hill  Low Floor Zone,Last Updated : 13-03-2018,111.2,50.0,121.0,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat A Tower 2 Manhattan Hill  Low Floor Zone"
2541,Kowloon,"Shuttle Bus, Prestige Location, Nice Decoration, Efficient, Spacious, Convenient",High Floor Zone (Flat C)                                                                        | East,18.5,,948.0,Ho Man Tin/King's Park Flat C Block 1 King's Park Villa  High Floor Zone,Last Updated : 13-03-2018,49.0,50.0,19.25,"Hong Kong, Kowloon, Ho Man Tin/King's Park Flat C Block 1 King's Park Villa  High Floor Zone"
